,Symbol,Name,Sector,Industry,market,CIK
3903,WRAP,Wrap Technologies Inc. Common Stock,Capital Goods,Ordnance And Accessories,nasdaq,0001702924
3904,WRLD,World Acceptance Corporation Common Stock,Finance,Finance: Consumer Services,nasdaq,0000108385
3905,WSBC,WesBanco Inc. Common Stock,Finance,Major Banks,nasdaq,0000203596
3906,WSBCP,WesBanco Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,nasdaq,0000203596
3907,WSBF,Waterstone Financial Inc. Common Stock (MD),Finance,Savings Institutions,nasdaq,0001569994
3908,WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,,,nasdaq,0001647088
3909,WSFS,WSFS Financial Corporation Common Stock,Finance,Major Banks,nasdaq,0000828944
3910,WSTG,Wayside Technology Group Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,nasdaq,0000945983
3911,WTBA,West Bancorporation Common Stock,Finance,Major Banks,nasdaq,0001166928
3912,WTER,The Alkaline Water Company Inc. Common Stock,Consumer Non-Durables,Food Distributors,nasdaq,0001532390
3913,WTFC,Wintrust Financial Corporation Common Stock,Finance,Major Banks,nasdaq,0001015328
3914,WTFCM,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D,Finance,Major Banks,nasdaq,0001015328
3915,WTFCP,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks,nasdaq,0001015328
3916,WTRE,Watford Holdings Ltd. Common Shares,,,nasdaq,0001601669
3917,WTREP,Watford Holdings Ltd. 8.5% Cumulative Redeemable Preference Shares,Finance,Property-Casualty Insurers,nasdaq,0001601669
3918,WTRH,Waitr Holdings Inc. Common Stock,Miscellaneous,Business Services,nasdaq,0001653247
3919,WVE,Wave Life Sciences Ltd. Ordinary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001631574
3920,WVFC,WVS Financial Corp. Common Stock,Finance,Banks,nasdaq,0000910679
3921,WVVI,Willamette Valley Vineyards Inc. Common Stock,Consumer Non-Durables,Beverages (Production/Distribution),nasdaq,0000838875
3922,WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,Consumer Non-Durables,Beverages (Production/Distribution),nasdaq,0000838875
3923,WW,WW International Inc. Common Stock,Consumer Services,Other Consumer Services,nasdaq,0000105319
3924,WWD,Woodward Inc. Common Stock,Energy,Industrial Machinery/Components,nasdaq,0000108312
3925,WYNN,Wynn Resorts Limited Common stock,Consumer Services,Hotels/Resorts,nasdaq,0001174922
3926,XAIR,Beyond Air Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001641631
3927,XBIO,Xenetic Biosciences Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001534525
3928,XBIOW,Xenetic Biosciences Inc. Warrants,Health Care,Major Pharmaceuticals,nasdaq,0001534525
3929,XBIT,XBiotech Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001626878
3930,XCUR,Exicure Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001698530
3931,XEL,Xcel Energy Inc. Common Stock,Public Utilities,Power Generation,nasdaq,0000072903
3932,XELA,Exela Technologies Inc. Common Stock,Miscellaneous,Business Services,nasdaq,0001620179
3933,XELB,Xcel Brands Inc. Common Stock,Miscellaneous,Multi-Sector Companies,nasdaq,0001083220
3934,XENE,Xenon Pharmaceuticals Inc. Common Shares,Health Care,Major Pharmaceuticals,nasdaq,0001582313
3935,XENT,Intersect ENT Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0001271214
3936,XERS,Xeris Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001346302
3937,XFOR,X4 Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001501697
3938,XGN,Exagen Inc. Common Stock,Health Care,Medical Specialities,nasdaq,0001274737
3939,XLNX,Xilinx Inc. Common Stock,Technology,Semiconductors,nasdaq,0000743988
3940,XLRN,Acceleron Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq,0001280600
3941,XM,Qualtrics International Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001747748
3942,XNCR,Xencor Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001326732
3943,XNET,Xunlei Limited American Depositary Receipts,Technology,Computer Software: Prepackaged Software,nasdaq,0001510593
3944,XOG,Extraction Oil & Gas Inc. Common Stock,Energy,Oil & Gas Production,nasdaq,0001655020
3945,XOMA,XOMA Corporation Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0000791908
3946,XOMAP,XOMA Corporation 8.625% Series A Cumulative Perpetual Preferred Stock,Health Care,Major Pharmaceuticals,nasdaq,0000791908
3947,XONE,The ExOne Company Common Stock,Capital Goods,Industrial Machinery/Components,nasdaq,0001561627
3948,XP,XP Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service,nasdaq,0001787425
3949,XPDIU,Power & Digital Infrastructure Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001839341
3950,XPEL,XPEL Inc. Common Stock,Capital Goods,Industrial Specialties,nasdaq,0001767258
3951,XPER,Xperi Holding Corporation Common Stock,Technology,Semiconductors,nasdaq,0001803696
3952,XRAY,DENTSPLY SIRONA Inc. Common Stock,Health Care,Medical/Dental Instruments,nasdaq,0000818479
3953,XSPA,XpresSpa Group Inc. Common Stock,Consumer Services,Other Consumer Services,nasdaq,0001410428
3954,XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001023549
3955,YELL,Yellow Corporation Common Stock,Transportation,Trucking Freight/Courier Services,nasdaq,0000716006
3956,YGMZ,MingZhu Logistics Holdings Limited Ordinary Shares,Consumer Services,Transportation Services,nasdaq,0001782037
3957,YI,111 Inc. American Depositary Shares,Health Care,Medical/Nursing Services,nasdaq,0001738906
3958,YJ,Yunji Inc. American Depository Shares,Consumer Services,Other Specialty Stores,nasdaq,0001759614
3959,YMAB,Y-mAbs Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001722964
3960,YMTX,Yumanity Therapeutics Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001445283
3961,YNDX,Yandex N.V. Class A Ordinary Shares,Technology,Computer Software: Programming Data Processing,nasdaq,0001513845
3962,YORW,York Water Company (The) Common Stock,Public Utilities,Water Supply,nasdaq,0000108985
3963,YQ,17 Education & Technology Group Inc. American Depositary Shares,Consumer Services,Other Consumer Services,nasdaq,0001821468
3964,YSAC,Yellowstone Acquisition Company Class A Common Stock,Finance,Business Services,nasdaq,0001823587
3965,YSACU,Yellowstone Acquisition Company Units,Finance,Business Services,nasdaq,0001823587
3966,YSACW,Yellowstone Acquisition Company Warrants to purchase Class A common stock,Finance,Business Services,nasdaq,0001823587
3967,YTEN,Yield10 Bioscience Inc. Common Stock,Basic Industries,Containers/Packaging,nasdaq,0001121702
3968,YTRA,Yatra Online Inc. Ordinary Shares,Consumer Services,Transportation Services,nasdaq,0001516899
3969,YVR,Liquid Media Group Ltd. Common Shares,Technology,Computer Software: Prepackaged Software,nasdaq,0000884247
3970,YY,JOYY Inc. American Depositary Shares,Technology,EDP Services,nasdaq,0001530238
3971,Z,Zillow Group Inc. Class C Capital Stock,Miscellaneous,Business Services,nasdaq,0001617640
3972,ZBRA,Zebra Technologies Corporation Class A Common Stock,Technology,Industrial Machinery/Components,nasdaq,0000877212
3973,ZCMD,Zhongchao Inc. Class A Ordinary Shares,Consumer Services,Other Consumer Services,nasdaq,0001785566
3974,ZEAL,Zealand Pharma A/S American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001674988
3975,ZEUS,Olympic Steel Inc. Common Stock,Basic Industries,Metal Fabrications,nasdaq,0000917470
3976,ZG,Zillow Group Inc. Class A Common Stock,Miscellaneous,Business Services,nasdaq,0001617640
3977,ZGNX,Zogenix Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001375151
3978,ZGYH,Yunhong International Class A Ordinary Shares,Finance,Business Services,nasdaq,0001773086
3979,ZGYHR,Yunhong International Right,Finance,Business Services,nasdaq,0001773086
3980,ZGYHW,Yunhong International Warrant,Finance,Business Services,nasdaq,0001773086
3981,ZI,ZoomInfo Technologies Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nasdaq,0001794515
3982,ZION,Zions Bancorporation N.A. Common Stock,Finance,Major Banks,nasdaq,0000109380
3983,ZIONL,Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,Finance,Major Banks,nasdaq,0000109380
3984,ZIONN,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Int Sh Ser H Perp Pfd Stk,Finance,Major Banks,nasdaq,0000109380
3985,ZIONO,Zions Bancorporation N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G,Finance,Major Banks,nasdaq,0000109380
3986,ZIONP,Zions Bancorporation N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock),Finance,Major Banks,nasdaq,0000109380
3987,ZIOP,ZIOPHARM Oncology Inc Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001107421
3988,ZIXI,Zix Corporation Common Stock,Technology,EDP Services,nasdaq,0000855612
3989,ZKIN,ZK International Group Co. Ltd Ordinary Share,Capital Goods,Metal Fabrications,nasdaq,0001687451
3990,ZLAB,Zai Lab Limited American Depositary Shares,Health Care,Major Pharmaceuticals,nasdaq,0001704292
3991,ZM,Zoom Video Communications Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing,nasdaq,0001585521
3992,ZNGA,Zynga Inc. Class A Common Stock,Technology,EDP Services,nasdaq,0001439404
3993,ZNTE,Zanite Acquisition Corp. Class A Common Stock,Finance,Business Services,nasdaq,0001823652
3994,ZNTEU,Zanite Acquisition Corp. Unit,Finance,Business Services,nasdaq,0001823652
3995,ZNTEW,Zanite Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0001823652
3996,ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001725160
3997,ZS,Zscaler Inc. Common Stock,Technology,EDP Services,nasdaq,0001713683
3998,ZSAN,Zosano Pharma Corporation Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001587221
3999,ZUMZ,Zumiez Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq,0001318008
4000,ZVO,Zovio Inc. Common Stock,Consumer Services,Other Consumer Services,nasdaq,0001305323
4001,ZWRKU,Z-Work Acquisition Corp. Units,Finance,Business Services,nasdaq,0001828438
4002,ZWRKW,Z-Work Acquisition Corp. Warrant,Finance,Business Services,nasdaq,0001828438
4003,ZYNE,Zynerba Pharmaceuticals Inc. Common Stock,Health Care,Major Pharmaceuticals,nasdaq,0001621443
4004,ZYXI,Zynex Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq,0000846475
4005,A,Agilent Technologies Inc. Common Stock,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nyse,0001090872
4006,AA,Alcoa Corporation Common Stock ,Basic Industries,Aluminum,nyse,0001675149
4007,AAC,Ares Acquisition Corporation Class A Ordinary Shares,Finance,Business Services,nyse,0001829432
4008,AAIC,Arlington Asset Investment Corp Class A (new),Consumer Services,Real Estate Investment Trusts,nyse,0001209028
4009,AA,Arlington Asset Investment Corp 7.00% ,,,nyse,0001675149
4010,AAIC,Arlington Asset Investment Corp 8.250% Seies C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock   ,,,nyse,0001209028
4011,AAN,Aarons Holdings Company Inc. Common Stock ,Technology,Diversified Commercial Services,nyse,0001821393
4012,AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,Consumer Services,Other Specialty Stores,nyse,0001158449
4013,AAT,American Assets Trust Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001500217
4014,AB,AllianceBernstein Holding L.P.  Units,Finance,Investment Managers,nyse,0000825313
4015,ABB,ABB Ltd Common Stock,Consumer Durables,Electrical Products,nyse,0001091587
4016,ABBV,AbbVie Inc. Common Stock,Health Care,Major Pharmaceuticals,nyse,0001551152
4017,ABC,AmerisourceBergen Corporation Common Stock,Health Care,Other Pharmaceuticals,nyse,0001140859
4018,ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),Consumer Non-Durables,Beverages (Production/Distribution),nyse,0001565025
4019,ABG,Asbury Automotive Group Inc Common Stock,Consumer Durables,Automotive Aftermarket,nyse,0001144980
4020,ABM,ABM Industries Incorporated Common Stock,Finance,Diversified Commercial Services,nyse,0000771497
4021,ABR,Arbor Realty Trust Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001253986
4022,ABR^A,Arbor Realty Trust Preferred Series A,,,nyse,0001253986
4023,ABR,Arbor Realty Trust Cumulative Redeemable Preferred Series B,,,nyse,0001253986
4024,ABR^C,Arbor Realty Trust Cumulative Redeemable Preferred Series C,,,nyse,0001253986
4025,ABT,Abbott Laboratories Common Stock,Health Care,Major Pharmaceuticals,nyse,0000001800
4026,AC,Associated Capital Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,nyse,0001642122
4027,ACA,Arcosa Inc. Common Stock ,Capital Goods,Metal Fabrications,nyse,0001739445
4028,ACB,Aurora Cannabis Inc. Common Shares,Consumer Durables,Specialty Chemicals,nyse,0001683541
4029,ACC,American Campus Communities Inc Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001283630
4030,ACCO,Acco Brands Corporation Common Stock,Consumer Durables,Publishing,nyse,0000712034
4031,ACEL,Accel Entertainment Inc. ,Consumer Services,Services-Misc. Amusement & Recreation,nyse,0001698991
4032,ACH,Aluminum Corporation of China Limited American Depositary Shares,Basic Industries,Aluminum,nyse,0001161611
4033,ACI,Albertsons Companies Inc. Class A Common Stock,Consumer Services,Food Chains,nyse,0001646972
4034,ACIC,Atlas Crest Investment Corp. Class A Common Stock,Finance,Business Services,nyse,0001824502
4035,ACII,Atlas Crest Investment Corp. II Class A Common Stock,Finance,Business Services,nyse,0001838614
4036,ACM,AECOM Common Stock,Consumer Services,Military/Government/Technical,nyse,0000868857
4037,ACN,Accenture plc Class A Ordinary Shares (Ireland),Miscellaneous,Business Services,nyse,0001467373
4038,ACND,Ascendant Digital Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001805651
4039,ACP,Aberdeen Income Credit Strategies Fund Common Shares,,,nyse,0001503290
4040,ACR,ACRES Commercial Realty Corp. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001332551
4041,ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock ,,,nyse,0001332551
4042,ACRE,Ares Commercial Real Estate Corporation Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001529377
4043,ACV,Virtus AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,,,nyse,0001636289
4044,ADC,Agree Realty Corporation Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000917251
4045,ADCT,ADC Therapeutics SA Common Shares,Health Care,Major Pharmaceuticals,nyse,0001771910
4046,ADEX,Adit EdTech Acquisition Corp. Common Stock,Finance,Business Services,nyse,0001830029
4047,ADM,Archer-Daniels-Midland Company Common Stock,Consumer Non-Durables,Packaged Foods,nyse,0000007084
4048,ADNT,Adient plc Ordinary Shares ,Capital Goods,Auto Parts:O.E.M.,nyse,0001670541
4049,ADS,Alliance Data Systems Corporation Common Stock,Miscellaneous,Business Services,nyse,0001101215
4050,ADT,ADT Inc. Common Stock,Consumer Services,Diversified Commercial Services,nyse,0001703056
4051,ADX,Adams Diversified Equity Fund Inc.,,,nyse,0000002230
4052,AEB,AEGON N.V. Perp. Cap. Secs. Floating Rate (Netherlands),Finance,Life Insurance,nyse,0000769218
4053,AEE,Ameren Corporation Common Stock,Public Utilities,Power Generation,nyse,0001002910
4054,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,Finance,Life Insurance,nyse,0000769218
4055,AEG,AEGON N.V. Common Stock,Finance,Life Insurance,nyse,0000769218
4056,AEL,American Equity Investment Life Holding Company Common Stock,Finance,Life Insurance,nyse,0001039828
4057,AEL^A,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Preferred Stock Series A,,,nyse,0001039828
4058,AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,,,nyse,0001039828
4059,AEM,Agnico Eagle Mines Limited Common Stock,Basic Industries,Precious Metals,nyse,0000002809
4060,AENZ,Aenza S.A.A. American Depositary Shares,Basic Industries,Military/Government/Technical,nyse,0001572621
4061,AEO,American Eagle Outfitters Inc. Common Stock,Consumer Services,Clothing/Shoe/Accessory Stores,nyse,0000919012
4062,AER,AerCap Holdings N.V. Ordinary Shares,Technology,Diversified Commercial Services,nyse,0001378789
4063,AES,The AES Corporation Common Stock,Basic Industries,Electric Utilities: Central,nyse,0000874761
4064,AESC,The AES Corporation Corporate Units,Basic Industries,Electric Utilities: Central,nyse,0000874761
4065,AEVA,Aeva Technologies Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001789029
4066,AFB,AllianceBernstein National Municipal Income Fund Inc,,,nyse,0001162027
4067,AFG,American Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,nyse,0001042046
4068,AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,nyse,0001042046
4069,AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,nyse,0001042046
4070,AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,nyse,0001042046
4071,AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,nyse,0001042046
4072,AFI,Armstrong Flooring Inc. Common Stock,Consumer Non-Durables,Plastic Products,nyse,0001655075
4073,AFL,AFLAC Incorporated Common Stock,Finance,Accident &Health Insurance,nyse,0000004977
4074,AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,,,nyse,0001502573
4075,AG,First Majestic Silver Corp. Ordinary Shares (Canada),Basic Industries,Precious Metals,nyse,0001308648
4076,AGAC,African Gold Acquisition Corporation Class A Ordinary Shares,Finance,Business Services,nyse,0001833909
4077,AGCB,Altimeter Growth Corp. 2 Class A Ordinary Shares,Finance,Business Services,nyse,0001830232
4078,AGCO,AGCO Corporation Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000880266
4079,AGD,Aberdeen Global Dynamic Dividend Fund,,,nyse,0001362481
4080,AGI,Alamos Gold Inc. Class A Common Shares,Basic Industries,Precious Metals,nyse,0001178819
4081,AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,nyse,0000845877
4082,AGM^D,Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock Series D,,,nyse,0000845877
4083,AG,Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock Series E,,,nyse,0001308648
4084,AGM^,Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock Series F,,,nyse,0000845877
4085,AGO,Assured Guaranty Ltd. Common Stock,Finance,Property-Casualty Insurers,nyse,0001273813
4086,AGO^B,Assured Guaranty Ltd.,,,nyse,0001273813
4087,AGO^,Assured Guaranty Ltd.,,,nyse,0001273813
4088,A,Assured Guaranty Ltd.,,,nyse,0001090872
4089,AGR,Avangrid Inc. Common Stock,Public Utilities,Electric Utilities: Central,nyse,0001634997
4090,AGRO,Adecoagro S.A. Common Shares,Consumer Non-Durables,Farming/Seeds/Milling,nyse,0001499505
4091,AGS,PlayAGS Inc. Common Stock,Consumer Durables,Miscellaneous manufacturing industries,nyse,0001593548
4092,AGX,Argan Inc. Common Stock,Basic Industries,Engineering & Construction,nyse,0000100591
4093,AHC,A.H. Belo Corporation (TX) Common Stock,Consumer Services,Newspapers/Magazines,nyse,0001413898
4094,AHH,Armada Hoffler Properties Inc. Common Stock,Finance,Real Estate,nyse,0001569187
4095,AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,,nyse,0001569187
4096,A,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,,,nyse,0001090872
4097,A,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,,,nyse,0001090872
4098,A,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,,,nyse,0001090872
4099,AHT,Ashford Hospitality Trust Inc Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001232582
4100,AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,,,nyse,0001232582
4101,AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,,,nyse,0001232582
4102,AHT^,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,,,nyse,0001232582
4103,A,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,,,nyse,0001090872
4104,AHT^,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,,,nyse,0001232582
4105,AI,C3.ai Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,nyse,0001577526
4106,AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,Consumer Services,Real Estate Investment Trusts,nyse,0001209028
4107,AIF,Apollo Tactical Income Fund Inc. Common Stock,,,nyse,0001526697
4108,AIG,American International Group Inc. New Common Stock,Finance,Property-Casualty Insurers,nyse,0000005272
4109,AIG^,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,,,nyse,0000005272
4110,AIN,Albany International Corporation Common Stock,Basic Industries,Textiles,nyse,0000819793
4111,AIO,Virtus AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,,,nyse,0001778114
4112,AIR,AAR Corp. Common Stock,Capital Goods,Aerospace,nyse,0000001750
4113,AIRC,Apartment Income REIT Corp. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001820877
4114,AIT,Applied Industrial Technologies Inc. Common Stock,Consumer Durables,Industrial Specialties,nyse,0000109563
4115,AIV,Apartment Investment and Management Company Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000922864
4116,AIW,Arlington Asset Investment Corp 6.625% Notes due 2023,Consumer Services,Real Estate Investment Trusts,nyse,0001209028
4117,AIZ,Assurant Inc. Common Stock,Finance,Property-Casualty Insurers,nyse,0001267238
4118,AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,Finance,Property-Casualty Insurers,nyse,0001267238
4119,AJAX,Ajax I Class A Ordinary Shares,Finance,Business Services,nyse,0001824963
4120,AJG,Arthur J. Gallagher & Co. Common Stock,Finance,Specialty Insurers,nyse,0000354190
4121,AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,Capital Goods,Military/Government/Technical,nyse,0000040888
4122,AJX,Great Ajax Corp. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0001614806
4123,AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,Consumer Services,Real Estate Investment Trusts,nyse,0001614806
4124,A,Embotelladora Andina S.A.,,,nyse,0001090872
4125,A,Embotelladora Andina S.A.,,,nyse,0001090872
4126,AKR,Acadia Realty Trust Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000899629
4127,AL,Air Lease Corporation Class A Common Stock,Technology,Diversified Commercial Services,nyse,0001487712
4128,AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,,nyse,0001487712
4129,ALB,Albemarle Corporation Common Stock,Basic Industries,Major Chemicals,nyse,0000915913
4130,ALC,Alcon Inc. Ordinary Shares,Health Care,Ophthalmic Goods,nyse,0001167379
4131,ALE,Allete Inc.,Public Utilities,Power Generation,nyse,0000066756
4132,ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,Consumer Services,Real Estate Investment Trusts,nyse,0001545654
4133,ALG,Alamo Group Inc. Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0000897077
4134,A,Altera Infrastructure L.P. 7.25% Series A ,,,nyse,0001090872
4135,A,Altera Infrastructure L.P. 8.50% Series B ,,,nyse,0001090872
4136,AL,Altera Infrastructure L.P. 8.875% Series E ,,,nyse,0001487712
4137,ALK,Alaska Air Group Inc. Common Stock,Transportation,Air Freight/Delivery Services,nyse,0000766421
4138,ALL,Allstate Corporation (The) Common Stock,Finance,Property-Casualty Insurers,nyse,0000899051
4139,ALL,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,,nyse,0000899051
4140,A,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,,,nyse,0001090872
4141,ALL,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,,nyse,0000899051
4142,ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,,nyse,0000899051
4143,ALLE,Allegion plc Ordinary Shares,Consumer Services,Diversified Commercial Services,nyse,0001579241
4144,ALLY,Ally Financial Inc. Common Stock,Finance,Major Banks,nyse,0000040729
4145,ALLY^A,GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2,,,nyse,0000040729
4146,AL,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),,,nyse,0001487712
4147,ALSN,Allison Transmission Holdings Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001411207
4148,ALTG,Alta Equipment Group Inc. Class A Common Stock,Capital Goods,Industrial Machinery/Components,nyse,0001759824
4149,ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,,nyse,0001759824
4150,ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,Finance,Business Services,nyse,0001781115
4151,ALV,Autoliv Inc. Common Stock,Capital Goods,Auto Parts:O.E.M.,nyse,0001034670
4152,ALX,Alexander's Inc. Common Stock,Consumer Services,Real Estate Investment Trusts,nyse,0000003499
4153,AM,Antero Midstream Corporation Common Stock,Public Utilities,Natural Gas Distribution,nyse,0001623925
4154,AMBC,Ambac Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,nyse,0000874501
4155,AMC,AMC Entertainment Holdings Inc. Class A Common Stock,Consumer Services,Movies/Entertainment,nyse,0001411579
4156,AMCR,Amcor plc Ordinary Shares,Consumer Durables,Miscellaneous manufacturing industries,nyse,0001748790
4157,AME,AMETEK Inc.,Capital Goods,Industrial Machinery/Components,nyse,0001037868
4158,AMG,Affiliated Managers Group Inc. Common Stock,Finance,Investment Managers,nyse,0001004434
4159,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts,nyse,0001562401
4160,AMH^D,American Homes 4 Rent 6.5% Series D Cumulative Perpetual Preferred Shares of Beneficial Interest,,,nyse,0001562401
